codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca,inicio_observaciones,fin_observaciones,cantidad_observaciones,inicio_automatica
6056003,DGA,dga_web,Rapel,16,-33.9458,-71.7336,60,Rio Rapel,605,Rio Rapel,1940-07-01,2019-09-30,28474,-
6040001,DGA,dga_web,Villa Alhue,197,-34.035,-71.0944,60,Rio Rapel,604,Estero Alhue,1979-01-01,2019-08-31,14192,-
6011003,DGA,dga_web,Graneros,500,-34.0556,-70.7083,60,Rio Rapel,601,Cachapoal Bajo,1979-01-01,1998-06-30,7120,-
6042004,DGA,dga_web,Barrera Loncha,144,-34.0833,-71.1886,60,Rio Rapel,604,Estero Alhue,1984-05-01,2019-07-31,12106,-
6042003,DGA,dga_web,Loncha,210,-34.1167,-71.1,60,Rio Rapel,604,Estero Alhue,1976-04-01,1987-11-30,3562,-
6055003,DGA,dga_web,Litueche,250,-34.1206,-71.7258,60,Rio Rapel,605,Rio Rapel,1979-01-01,2019-09-30,14732,-
6010014,DGA,dga_web,Rancagua,510,-34.1714,-70.7278,60,Rio Rapel,601,Cachapoal Bajo,1971-09-01,1978-08-31,2557,-
6011001,DGA,dga_web,Estero De La Cadena Antes Junta Rio Cachapoal,440,-34.1842,-70.8436,60,Rio Rapel,600,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),2016-12-31,2019-12-31,1087,2016-12-31
6010015,DGA,dga_web,Rancagua (Cachapoal - Dcp),515,-34.1908,-70.7508,60,Rio Rapel,601,Cachapoal Bajo,1903-01-01,2019-12-31,14971,2017-03-01
6044001,DGA,dga_web,Cocalan,120,-34.2033,-71.2764,60,Rio Rapel,604,Estero Alhue,1978-11-01,2019-09-30,14810,-
6008009,DGA,dga_web,Canal Sauzal En Puente Termas,750,-34.2403,-70.5506,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2005-08-01,2019-12-31,5075,2017-03-01
6006001,DGA,dga_web,Rio Pangal En Pangal,1500,-34.2467,-70.3281,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2001-11-01,2019-12-31,6416,2017-03-01
6010016,DGA,dga_web,Sauzal,700,-34.2583,-70.6153,60,Rio Rapel,601,Cachapoal Bajo,1979-01-01,1999-07-31,6079,-
6019003,DGA,dga_web,Rio Cachapoal En Puente Arqueado (Ca),115,-34.2731,-71.3717,60,Rio Rapel,601,Cachapoal Bajo,2002-10-01,2019-12-31,5836,2017-03-01
6019005,DGA,dga_web,Pichidegua,110,-34.2872,-71.4058,60,Rio Rapel,601,Cachapoal Bajo,1974-01-01,2019-09-30,16484,-
6012003,DGA,dga_web,Coltauco,253,-34.2875,-71.08,60,Rio Rapel,601,Cachapoal Bajo,1978-10-01,2019-09-30,14850,-
6003001,DGA,dga_web,Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal,1127,-34.3464,-70.3764,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),1999-03-01,2019-12-31,6389,2017-03-01
6000003,DGA,dga_web,Rio Las Leas Ante Junta Rio Cachapoal,1296,-34.3628,-70.3056,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2014-07-01,2019-12-31,1981,2017-03-01
6120001,DGA,dga_web,Pichilemu,5,-34.3844,-72.0044,61,Costeras Rapel-E.Nilahue,612,Costeras Entre E. Topocalma Y E. Nilahue,1980-07-01,2019-12-31,14319,2017-03-01
6000004,DGA,dga_web,Laguna El Yeso,2140,-34.4078,-70.21,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2015-06-01,2019-04-05,1080,2017-03-01
6015003,DGA,dga_web,Rengo,310,-34.4217,-70.8667,60,Rio Rapel,601,Cachapoal Bajo,1971-01-01,2019-09-30,17304,-
6013005,DGA,dga_web,Popeta,480,-34.4369,-70.7794,60,Rio Rapel,601,Cachapoal Bajo,1970-01-01,2019-09-30,17894,-
6018009,DGA,dga_web,Via Vieja,220,-34.4517,-71.0506,60,Rio Rapel,601,Cachapoal Bajo,1958-01-01,2003-07-31,14358,-
6013001,DGA,dga_web,Rio Claro En Hacienda Las Nieves,720,-34.4922,-70.7028,60,Rio Rapel,601,Cachapoal Bajo,2015-11-01,2019-09-30,1399,2017-03-01
6013006,DGA,dga_web,Central Las Nieves,700,-34.4922,-70.7094,60,Rio Rapel,601,Cachapoal Bajo,1970-01-01,2005-08-31,11658,-
6018010,DGA,dga_web,Millahue,200,-34.5264,-71.2122,60,Rio Rapel,601,Cachapoal Bajo,1972-01-01,2019-09-30,16662,-
6003004,DGA,dga_web,Glaciar Cipreses,1880,-34.5322,-70.4153,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2018-07-01,2019-09-14,172,-
6013008,DGA,dga_web,Laguna Los Cristales,2343,-34.5606,-70.5097,60,Rio Rapel,601,Cachapoal Bajo,2014-07-01,2018-08-31,939,2017-03-01
6132002,DGA,dga_web,Nilahue Barahona,90,-34.5742,-71.7653,61,Costeras Rapel-E.Nilahue,613,Estero Nilahue,1969-01-01,2019-08-31,17602,-
6016004,DGA,dga_web,San Fernando,350,-34.5983,-70.9686,60,Rio Rapel,601,Cachapoal Bajo,1971-09-01,2019-12-31,17623,2017-03-01
6034004,DGA,dga_web,Paniahue,170,-34.6169,-71.35,60,Rio Rapel,603,Tinguiririca Bajo,1979-01-01,1988-08-31,3376,-
6027001,DGA,dga_web,Rio Claro En El Valle,476,-34.6867,-70.8739,60,Rio Rapel,602,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),2016-04-27,2019-09-30,1245,2017-03-01
6028001,DGA,dga_web,Rio Tinguiririca Bajo Los Briones,560,-34.7186,-70.8267,60,Rio Rapel,602,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),1999-03-01,2019-12-31,7380,2017-03-01
6023000,DGA,dga_web,Glaciar Universidad En Rio San Andres,2429,-34.7197,-70.3592,60,Rio Rapel,602,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),2018-07-01,2019-12-31,390,2019-07-19
6027003,DGA,dga_web,La Rufina,743,-34.7428,-70.7519,60,Rio Rapel,602,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),1929-05-01,2019-09-30,32772,-
7120002,DGA,dga_web,Laguna De Torca,28,-34.7675,-72.065,71,Rio Mataquito,712,Rio Mataquito,2014-05-04,2019-12-31,1992,2017-03-01
6034003,DGA,dga_web,Convento Viejo,239,-34.7694,-71.1331,60,Rio Rapel,603,Tinguiririca Bajo,1971-09-01,2019-09-30,17525,2017-03-01
6036001,DGA,dga_web,La Candelaria,213,-34.7808,-71.4142,60,Rio Rapel,603,Tinguiririca Bajo,1974-05-01,2019-09-30,16356,-
6130001,DGA,dga_web,El Membrillo,110,-34.8056,-71.6289,61,Costeras Rapel-E.Nilahue,613,Estero Nilahue,1981-05-01,2019-09-30,13852,-
6130002,DGA,dga_web,Ranguili,120,-34.8661,-71.7486,61,Costeras Rapel-E.Nilahue,613,Estero Nilahue,1981-05-01,2019-09-30,13937,-
7106007,DGA,dga_web,Santa Susana,410,-34.9114,-71.0353,71,Rio Mataquito,710,Rio Teno,1981-07-01,2019-09-30,12172,-
6130003,DGA,dga_web,La Palma,120,-34.9514,-71.5856,61,Costeras Rapel-E.Nilahue,613,Estero Nilahue,1981-03-01,2019-09-30,12894,-
7104005,DGA,dga_web,El Manzano,574,-34.9633,-70.9178,71,Rio Mataquito,710,Rio Teno,1959-07-01,2019-09-30,18043,-
7118003,DGA,dga_web,Curico,195,-34.9811,-71.2361,71,Rio Mataquito,711,Rio Lontue,1971-09-01,2019-12-31,17356,2017-07-11
7123001,DGA,dga_web,Rio Mataquito En Licanten,20,-34.9844,-72.01,71,Rio Mataquito,712,Rio Mataquito,2001-05-01,2019-12-31,6508,2017-03-01
7104002,DGA,dga_web,Rio Teno Despues De Junta Con Claro,647,-34.9961,-70.8206,71,Rio Mataquito,710,Rio Teno,1999-08-01,2019-12-31,7417,2017-03-01
7103003,DGA,dga_web,Los Quees,663,-35.0008,-70.8119,71,Rio Mataquito,710,Rio Teno,1918-05-01,2019-09-30,34612,-
7119007,DGA,dga_web,Lontue,199,-35.0422,-71.2906,71,Rio Mataquito,711,Rio Lontue,1969-10-01,2019-12-22,16282,2017-03-01
7121003,DGA,dga_web,Villa Prat,90,-35.0969,-71.6139,71,Rio Mataquito,712,Rio Mataquito,1992-06-01,2019-09-30,9419,-
7116004,DGA,dga_web,Monte Oscuro,632,-35.1242,-70.9747,71,Rio Mataquito,711,Rio Lontue,1994-05-01,2019-09-30,8764,-
7116005,DGA,dga_web,Potrero Grande,445,-35.1833,-71.0978,71,Rio Mataquito,711,Rio Lontue,1971-05-01,2019-09-30,17418,2017-03-01
7210001,DGA,dga_web,Putu,36,-35.2183,-72.2833,72,Costeras Mataquito-Maule,721,Costeras Entre Rio Huenchullami Y Rio Maule,1992-07-01,2019-09-30,9404,-
7200001,DGA,dga_web,Gualleco,100,-35.2439,-71.98,72,Costeras Mataquito-Maule,720,Rio Huenchullami,1961-09-01,2019-12-31,21198,2017-12-01
7373003,DGA,dga_web,El Guindo,250,-35.2578,-71.3239,73,Rio Maule,737,Rio Claro,1964-01-01,2019-09-30,19809,-
7115001,DGA,dga_web,Rio Palos En Junta Con Colorado,600,-35.2744,-71.0156,71,Rio Mataquito,711,Rio Lontue,2001-04-01,2019-12-31,6661,2017-03-01
7373004,DGA,dga_web,San Rafael,152,-35.3064,-71.5233,73,Rio Maule,737,Rio Claro,1992-06-01,2019-09-30,9310,-
7371002,DGA,dga_web,Agua Fria,560,-35.3131,-71.0983,73,Rio Maule,737,Rio Claro,1992-07-01,2019-09-30,9332,-
7384002,DGA,dga_web,Constitucion,10,-35.3242,-72.4089,73,Rio Maule,738,Rio Maule Bajo,1992-07-01,2019-12-31,9819,2017-07-25
7381003,DGA,dga_web,Pencahue,55,-35.3725,-71.8325,73,Rio Maule,738,Rio Maule Bajo,1976-07-01,2019-12-31,13849,2017-03-06
7381002,DGA,dga_web,Fundo El Peral,110,-35.4006,-71.7833,73,Rio Maule,738,Rio Maule Bajo,1966-01-01,1986-06-30,7386,-
7383001,DGA,dga_web,Rio Maule En Forel,30,-35.4069,-72.2083,73,Rio Maule,738,Rio Maule Bajo,2001-05-01,2019-12-31,6523,2017-01-25
7370001,DGA,dga_web,Fundo El Radal,685,-35.4189,-71.0431,73,Rio Maule,737,Rio Claro,1992-07-01,2019-09-30,9307,-
7378004,DGA,dga_web,Talca,110,-35.4194,-71.6606,73,Rio Maule,737,Rio Claro,1964-01-01,2014-07-01,7070,2013-11-22
7378002,DGA,dga_web,Talca U.C.,130,-35.4358,-71.6197,73,Rio Maule,737,Rio Claro,1982-03-01,2019-12-31,13817,2017-03-01
7379002,DGA,dga_web,Rio Claro En Rauquen,64,-35.4525,-71.7333,73,Rio Maule,737,Rio Claro,1999-02-01,2019-12-31,7595,2017-03-01
7374006,DGA,dga_web,Las Lomas,300,-35.4728,-71.2133,73,Rio Maule,737,Rio Claro,1969-09-01,1976-10-31,1857,-
7374005,DGA,dga_web,Huapi,250,-35.4864,-71.2931,73,Rio Maule,737,Rio Claro,1969-05-01,2019-09-30,17785,-
7376002,DGA,dga_web,El Durazno,275,-35.4925,-71.3183,73,Rio Maule,737,Rio Claro,1992-06-01,2019-09-30,9420,-
7341002,DGA,dga_web,Nirivilo,200,-35.5389,-72.0914,73,Rio Maule,734,Perquilauquen Bajo,1956-02-01,2019-09-30,21193,-
7374004,DGA,dga_web,Vilches Alto,1058,-35.5931,-71.0869,73,Rio Maule,737,Rio Claro,1992-07-06,2019-09-30,9378,-
7359005,DGA,dga_web,San Javier,135,-35.595,-71.6572,73,Rio Maule,735,Rio Loncomilla,1970-01-01,2019-09-30,17459,-
7359001,DGA,dga_web,Rio Loncomilla En Las Brisas,68,-35.6169,-71.7678,73,Rio Maule,735,Rio Loncomilla,2001-05-01,2019-12-31,6722,2017-03-01
7358008,DGA,dga_web,Colbun (Maule Sur),280,-35.6242,-71.4022,73,Rio Maule,735,Rio Loncomilla,1959-01-01,2019-09-30,21177,-
7378003,DGA,dga_web,Colorado,420,-35.6381,-71.2606,73,Rio Maule,737,Rio Claro,1963-06-01,2019-09-30,19991,-
7342002,DGA,dga_web,Huerta Del Maule,218,-35.6614,-71.9461,73,Rio Maule,734,Perquilauquen Bajo,1992-06-01,2019-09-30,9464,-
7320003,DGA,dga_web,Rio Claro En San Carlos,550,-35.6989,-71.0683,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),2015-06-01,2019-12-31,1669,2017-03-01
7320002,DGA,dga_web,Armerillo,492,-35.7011,-71.0772,73,Rio Maule,732,Rio Maule Medio,1916-06-01,2019-09-30,32675,-
7321001,DGA,dga_web,Maule Bajo,430,-35.7056,-71.3192,73,Rio Maule,732,Rio Maule Medio,1961-08-01,1985-01-30,2559,-
7321002,DGA,dga_web,Rio Maule En Armerillo,470,-35.7061,-71.1139,73,Rio Maule,732,Rio Maule Medio,2001-06-01,2019-12-31,6759,2017-03-01
7306001,DGA,dga_web,Rio Cipreses En Dasague Laguna La Invernada,1300,-35.7381,-70.7778,73,Rio Maule,730,Rio Maule Alto (Hasta Antes Junta Rio Melado),2015-06-01,2019-12-31,1576,2017-03-01
7340002,DGA,dga_web,La Estrella,200,-35.7825,-72.1869,73,Rio Maule,734,Perquilauquen Bajo,1992-06-01,2019-09-30,9434,-
7357003,DGA,dga_web,Melozal,96,-35.7856,-71.7664,73,Rio Maule,735,Rio Loncomilla,1950-09-01,2019-09-30,24437,-
7303000,DGA,dga_web,Rio Maule En Los BaÑOs,980,-35.8197,-70.7606,73,Rio Maule,730,Rio Maule Alto (Hasta Antes Junta Rio Melado),2015-05-14,2019-12-31,1691,2017-03-01
7358007,DGA,dga_web,Linares,157,-35.8381,-71.5953,73,Rio Maule,735,Rio Loncomilla,1967-01-01,2019-09-30,17618,-
7358006,DGA,dga_web,Santa Barbara (Linares),150,-35.84,-71.6228,73,Rio Maule,735,Rio Loncomilla,1979-07-01,1983-10-31,1250,-
7317001,DGA,dga_web,Rio Melado En La Lancha Dga,650,-35.85,-71.0667,73,Rio Maule,731,Rio Melado,1965-11-01,2003-03-31,13370,-
7355006,DGA,dga_web,Hornillo,810,-35.8672,-71.1172,73,Rio Maule,735,Rio Loncomilla,1961-09-01,2019-09-30,20572,-
7317005,DGA,dga_web,Rio Melado En El Salto,730,-35.8842,-71.0192,73,Rio Maule,731,Rio Melado,2003-04-01,2019-12-31,5788,2017-03-01
7337002,DGA,dga_web,Tutuven Embalse,179,-35.8967,-72.3736,73,Rio Maule,733,Perquilauquen Alto,1975-05-01,2019-08-31,15027,-
7355002,DGA,dga_web,Rio Ancoa En El Morro,402,-35.9086,-71.2981,73,Rio Maule,735,Rio Loncomilla,1999-05-01,2019-12-31,7500,2017-03-01
7355007,DGA,dga_web,Ancoa Embalse,421,-35.9106,-71.2958,73,Rio Maule,735,Rio Loncomilla,1957-07-01,2017-11-30,21235,-
7352003,DGA,dga_web,Liguay,104,-35.9478,-71.6842,73,Rio Maule,735,Rio Loncomilla,1975-10-01,2019-09-30,15337,-
7301000,DGA,dga_web,Lo Aguirre,2000,-35.9697,-70.5719,73,Rio Maule,730,Rio Maule Alto,2013-07-01,2013-07-31,31,-
7340003,DGA,dga_web,Los Huinganes En Curipeumo,126,-35.9844,-71.9122,73,Rio Maule,734,Perquilauquen Bajo,1994-06-01,2019-09-30,8351,-
7301001,DGA,dga_web,Los Condores,2172,-36.0106,-70.5589,73,Rio Maule,730,Rio Maule Alto,2015-05-01,2017-01-12,414,2016-01-01
7335004,DGA,dga_web,Quella,130,-36.0572,-72.0892,73,Rio Maule,733,Perquilauquen Alto,1961-08-01,2019-12-31,21224,2017-03-01
7353001,DGA,dga_web,Juan Amigo,460,-36.0758,-71.3908,73,Rio Maule,735,Rio Loncomilla,1992-06-01,2019-09-30,9364,-
7352002,DGA,dga_web,La Sexta De Longavi,229,-36.1128,-71.6156,73,Rio Maule,735,Rio Loncomilla,1992-06-01,2019-09-30,9777,2017-11-05
7336003,DGA,dga_web,El Alamo,180,-36.1128,-72.4214,73,Rio Maule,733,Perquilauquen Alto,1994-05-01,2019-09-30,8797,-
7345001,DGA,dga_web,Parral,175,-36.1878,-71.8283,73,Rio Maule,734,Perquilauquen Bajo,1964-01-01,2019-12-31,20446,2017-03-01
7350001,DGA,dga_web,Rio Longavi En La Quiriquina,449,-36.2303,-71.4569,73,Rio Maule,735,Rio Loncomilla,2001-04-26,2019-12-31,6550,2017-03-01
8142001,DGA,dga_web,Mangarral,140,-36.2353,-72.3428,81,Rio Itata,814,Itata Bajo,1992-01-01,2019-09-30,10041,-
7331002,DGA,dga_web,Digua Embalse,390,-36.2558,-71.5481,73,Rio Maule,733,Perquilauquen Alto,1947-10-01,2019-12-31,25920,2017-12-01
7350006,DGA,dga_web,Bullileo Embalse,600,-36.285,-71.4142,73,Rio Maule,735,Rio Loncomilla,1930-05-01,2019-09-30,32079,-
7314002,DGA,dga_web,Guayquivilo,1200,-36.2933,-70.9181,73,Rio Maule,731,Rio Melado,1960-04-01,1971-01-31,2614,-
7350007,DGA,dga_web,Embalse Bullileo (Lago),700,-36.2972,-71.4083,73,Rio Maule,735,Rio Loncomilla,2012-01-01,2019-12-31,1438,2015-08-03
8118003,DGA,dga_web,Millauquen,152,-36.3183,-72.04,81,Rio Itata,811,Nuble Bajo,1992-02-01,2019-08-31,9941,-
7332003,DGA,dga_web,San Manuel En Perquilauquen,270,-36.3581,-71.6494,73,Rio Maule,733,Perquilauquen Alto,1956-06-01,2019-09-30,22309,-
7330001,DGA,dga_web,Rio Perquilauquen En San Manuel,266,-36.3758,-71.6233,73,Rio Maule,733,Perquilauquen Alto,2009-10-01,2019-12-31,3378,2017-03-01
8118004,DGA,dga_web,San Agustin De Puual,138,-36.4214,-72.3944,81,Rio Itata,811,Nuble Bajo,1993-01-01,2019-08-31,9673,-
8141001,DGA,dga_web,Rio Itata En Coelemu,27,-36.4669,-72.6911,81,Rio Itata,814,Itata Bajo,2009-05-09,2019-08-31,3366,-
8141002,DGA,dga_web,Coelemu,40,-36.475,-72.6883,81,Rio Itata,814,Itata Bajo,1961-10-01,2019-08-31,19766,-
8140005,DGA,dga_web,Portezuelo,135,-36.5275,-72.4283,81,Rio Itata,814,Itata Bajo,2011-04-01,2019-08-31,3000,-
8210002,DGA,dga_web,Dichato,11,-36.5456,-72.9311,82,Costeras E Islas Entre Rio Itata Y Rio Bio-Bio,821,Costeras Entre Rio Pingueral Y Rio Andalien,1980-06-01,2019-09-30,13936,-
8106003,DGA,dga_web,San Fabian,465,-36.5836,-71.5247,81,Rio Itata,810,Nuble Alto,1956-10-01,2019-09-30,22399,-
8106002,DGA,dga_web,Rio Uble En San Fabian N 2,450,-36.5856,-71.5256,81,Rio Itata,810,Nuble Alto,2001-06-15,2019-12-31,6111,2017-08-01
8117009,DGA,dga_web,Canal De La Luz En Chillan,136,-36.5967,-72.1003,81,Rio Itata,811,Nuble Bajo,2008-09-01,2019-12-31,3857,2018-05-06
8117003,DGA,dga_web,Chillan Sendos,125,-36.6147,-72.1,81,Rio Itata,811,Nuble Bajo,1964-01-01,1982-12-31,6923,-
8117002,DGA,dga_web,Chillan Viejo,115,-36.6319,-72.1267,81,Rio Itata,811,Nuble Bajo,1977-01-01,2019-12-31,15640,2019-02-28
8119002,DGA,dga_web,Rio ÑUble En Confluencia,20,-36.6333,-72.45,81,Rio Itata,811,Rio Nuble Bajo (Bajo Junta E Pangue Y Rio Itata),2019-11-05,2019-12-31,57,2019-11-05
8140001,DGA,dga_web,Rafael,294,-36.6364,-72.8489,81,Rio Itata,814,Itata Bajo,1993-01-01,2019-09-30,9399,-
8210003,DGA,dga_web,Estero Bellavista En Tom,7,-36.6394,-72.9503,82,Costeras E Islas Entre Rio Itata Y Rio Bio-Bio,821,Costeras Entre Rio Pingueral Y Rio Andalien,2009-06-01,2019-12-31,3507,2018-12-31
8113001,DGA,dga_web,Coihueco Embalse,314,-36.6408,-71.7989,81,Rio Itata,811,Nuble Bajo,1900-01-01,2019-08-31,17496,-
8105004,DGA,dga_web,Caracol,610,-36.6511,-71.395,81,Rio Itata,810,Nuble Alto,1900-01-01,2019-08-31,11650,-
8135003,DGA,dga_web,Nueva Aldea,32,-36.6544,-72.4561,81,Rio Itata,813,Itata Medio,1956-09-01,2019-08-31,22287,-
8105003,DGA,dga_web,La Punilla,840,-36.6583,-71.3278,81,Rio Itata,810,Nuble Alto,1959-04-01,1986-07-31,9763,-
8104001,DGA,dga_web,Rio Sauces Antes Junta Con ÑUble,620,-36.6653,-71.2739,81,Rio Itata,810,Rio Nuble Alto (Hasta Bajo Junta Estero Pangue),2019-01-01,2019-08-31,243,-
8105005,DGA,dga_web,Caman,670,-36.6731,-71.2989,81,Rio Itata,810,Nuble Alto,1992-09-01,2019-09-30,9606,-
8135004,DGA,dga_web,Cancha Los Litres,200,-36.7078,-72.5794,81,Rio Itata,813,Itata Medio,1993-01-01,2019-08-31,9151,-
8133003,DGA,dga_web,Chillancito,56,-36.7622,-72.4239,81,Rio Itata,813,Itata Medio,1954-07-01,2019-08-31,23558,-
8220005,DGA,dga_web,Las Pataguas,236,-36.7925,-72.8922,82,Costeras E Islas Entre Rio Itata Y Rio Bio-Bio,822,Rio Andalien,1993-01-01,2019-09-30,8936,-
8117006,DGA,dga_web,Rio Chillan En Esperanza N 2,586,-36.8,-71.6608,81,Rio Itata,811,Nuble Bajo,2009-05-01,2019-12-31,3794,2019-02-28
8220006,DGA,dga_web,Andalien,37,-36.8131,-72.9392,82,Costeras E Islas Entre Rio Itata Y Rio Bio-Bio,822,Rio Andalien,2000-11-01,2019-09-30,6680,-
8394006,DGA,dga_web,Cerro Verde,10,-36.8161,-73.0722,83,Rio Bio-Bio,839,Rio Bio-Bio Bajo,1989-12-01,1995-12-31,2070,-
8410002,DGA,dga_web,Concepcion Edif. Mop,30,-36.8172,-73.0333,84,Costeras E Islas Entre Rios Bio-Bio Y Carampangue,841,Costeras Entre Rio Bio-Bio Y Rio Manco,2000-07-01,2006-04-30,2128,-
8124005,DGA,dga_web,Mayulermo,371,-36.8189,-71.8944,81,Rio Itata,812,Rio Itata Alto (Hasta Rio Diguillin),1992-02-01,2019-08-31,9913,-
8220008,DGA,dga_web,Estero Nonguen Frente U. Del Bio Bio,20,-36.8203,-73.0164,82,Costeras E Islas Entre Rio Itata Y Rio Bio-Bio,822,Rio Andalien,2009-05-01,2019-12-31,3626,2017-08-05
8410001,DGA,dga_web,Concepcion Dga.,28,-36.8333,-73.1,84,Costeras E Islas Entre Rios Bio-Bio Y Carampangue,841,Costeras Entre Rio Bio-Bio Y Rio Manco,1996-01-01,2019-12-29,8701,2019-02-28
8394001,DGA,dga_web,Rio Biobio En Desembocadura,16,-36.8386,-73.0619,83,Rio Bio-Bio,839,Rio Bio-Bio Bajo,2001-04-01,2019-12-31,6165,2018-05-01
8131002,DGA,dga_web,Fundo Bella Rosa,210,-36.8672,-72.0667,81,Rio Itata,813,Itata Medio,1963-07-01,1968-10-31,1615,-
8130006,DGA,dga_web,Diguillin,670,-36.8686,-71.6425,81,Rio Itata,813,Itata Medio,1900-01-01,2019-08-31,21732,-
8130004,DGA,dga_web,Las Trancas,1242,-36.9108,-71.4792,81,Rio Itata,813,Itata Medio,1961-12-01,2019-08-31,20215,-
8130003,DGA,dga_web,Fundo Atacalco,740,-36.9175,-71.5814,81,Rio Itata,813,Itata Medio,1930-10-01,2019-08-31,31531,-
8130002,DGA,dga_web,Rio Diguillin En San Lorenzo (Atacalco),727,-36.9244,-71.5756,81,Rio Itata,813,Itata Medio,2009-05-01,2019-12-31,3771,2019-02-28
8130007,DGA,dga_web,San Lorenzo,710,-36.9247,-71.5756,81,Rio Itata,813,Itata Medio,1961-10-01,2011-05-31,17690,-
8124003,DGA,dga_web,General Cruz,120,-36.9319,-72.3528,81,Rio Itata,812,Rio Itata Alto (Hasta Rio Diguillin),1962-07-01,1972-11-30,3704,-
8132002,DGA,dga_web,Pemuco,200,-36.9764,-72.1008,81,Rio Itata,813,Itata Medio,1971-08-31,2019-08-31,16629,-
8393002,DGA,dga_web,Estero Hualqui En Desembocadura,30,-36.9825,-72.9414,83,Rio Bio-Bio,839,Rio Bio-Bio Bajo,2009-05-01,2019-12-31,2969,2017-04-19
8124004,DGA,dga_web,Las Cruces,467,-37.1114,-71.765,81,Rio Itata,812,Rio Itata Alto (Hasta Rio Diguillin),1993-01-01,2019-08-31,9601,-
8123004,DGA,dga_web,Cholguan,230,-37.1528,-72.0669,81,Rio Itata,812,Rio Itata Alto (Hasta Rio Diguillin),1956-09-01,2019-08-31,20845,-
8381003,DGA,dga_web,Rio Laja Ag.Arr. Del Salto (Rec.R.Laja),140,-37.2119,-72.3242,83,Rio Bio-Bio,838,Laja Bajo,2009-05-06,2019-12-31,3101,2018-03-09
8520000,DGA,dga_web,Caranpangue,10,-37.2553,-73.2431,85,Rio Carampangue,852,Rio Lia,2001-01-01,2019-09-30,6573,-
8367001,DGA,dga_web,Laja,53,-37.2772,-72.7164,83,Rio Bio-Bio,836,Rio Bio-Bio Entre Rio Vergara Y Rio Laja,1961-11-01,2019-09-30,19659,-
8122002,DGA,dga_web,Trupan,474,-37.2806,-71.8228,81,Rio Itata,812,Rio Itata Alto (Hasta Rio Diguillin),1963-06-01,2019-09-30,20280,-
8380001,DGA,dga_web,Rio Laja En Tucapel,295,-37.2836,-71.9836,83,Rio Bio-Bio,838,Laja Bajo,2001-06-01,2015-02-28,4726,-
8122003,DGA,dga_web,Tucapel,342,-37.2936,-71.9519,81,Rio Itata,812,Rio Itata Alto (Hasta Rio Diguillin),1975-01-01,2019-09-30,16187,-
8364001,DGA,dga_web,Las Achiras,144,-37.3806,-72.3661,83,Rio Bio-Bio,836,Rio Bio-Bio Entre Rio Vergara Y Rio Laja,1964-01-01,2019-09-30,19899,-
8366002,DGA,dga_web,Estero Quilque En Los Angeles,144,-37.4561,-72.3272,83,Rio Bio-Bio,836,Rio Bio-Bio Entre Rio Vergara Y Rio Laja,2008-01-01,2019-09-30,3827,2017-11-24
8700002,DGA,dga_web,Rio Curanilahue En Curanilahue,149,-37.4833,-73.3369,87,Rio Lebu,870,Rio Curanilahue,2012-07-01,2019-12-31,2662,2019-02-28
8700001,DGA,dga_web,Curanilahue,146,-37.485,-73.3317,87,Rio Lebu,870,Rio Curanilahue,1997-07-01,2019-09-30,7902,-
8700003,DGA,dga_web,Estero Plegarias Antes De Jta Rio Curanilahue,149,-37.4878,-73.3442,87,Rio Lebu,870,Rio Curanilahue,2009-05-13,2019-09-30,3530,2018-06-26
8334002,DGA,dga_web,Los Angeles,129,-37.5022,-72.4083,83,Rio Bio-Bio,833,Rio Bio-Bio Entre Rio Duqueco Y Rio Vergara,1962-07-01,2019-12-31,20666,2019-02-05
8320001,DGA,dga_web,San Lorenzo En Bio-Bio,480,-37.5081,-71.7656,83,Rio Bio-Bio,832,Rio Duqueco,1992-08-01,2019-09-30,9493,-
8324001,DGA,dga_web,Duqueco,120,-37.5336,-72.3322,83,Rio Bio-Bio,832,Rio Duqueco,1961-11-01,1997-01-31,9954,-
8323001,DGA,dga_web,Rio Duqueco En Cerrillos,129,-37.5422,-72.3119,83,Rio Bio-Bio,832,Rio Duqueco,2009-05-01,2019-12-31,3629,2018-04-04
